epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
38,66.6836,0.89167,8.28617,0.01041,0,0,0,0,0.71651,8.82658,0.00964,7.86156e-05,7.86156e-05,7.86156e-05
39,68.0806,0.97838,8.54527,0.0088,0,0,0,0,0.71651,8.82658,0.00964,7.27944e-05,7.27944e-05,7.27944e-05
40,69.6733,0.95725,7.87423,0.00921,0,0,0,0,0.65582,8.84545,0.00909,6.69732e-05,6.69732e-05,6.69732e-05
41,71.0603,0.43465,10.889,0.00343,0,0,0,0,0.65582,8.84545,0.00909,6.1152e-05,6.1152e-05,6.1152e-05
42,72.4615,0.59153,10.2516,0.0108,0,0,0,0,0.65582,8.84545,0.00909,5.53308e-05,5.53308e-05,5.53308e-05
43,74.2654,0.92352,10.1726,0.01089,0,0,0,0,0.62145,8.84771,0.00878,4.95096e-05,4.95096e-05,4.95096e-05
44,75.7071,0.70683,10.6004,0.01062,0,0,0,0,0.62145,8.84771,0.00878,4.36884e-05,4.36884e-05,4.36884e-05
45,77.4243,0.58855,10.6956,0.00571,0,0,0,0,0.62145,8.84771,0.00878,3.78672e-05,3.78672e-05,3.78672e-05
46,79.1512,0.70566,10.0102,0.01173,0,0,0,0,0.6128,8.83652,0.00872,3.2046e-05,3.2046e-05,3.2046e-05
47,80.5572,0.52037,10.4925,0.00324,0,0,0,0,0.6128,8.83652,0.00872,2.62248e-05,2.62248e-05,2.62248e-05
48,82.01,0.61036,10.3358,0.0101,0,0,0,0,0.6128,8.83652,0.00872,2.04036e-05,2.04036e-05,2.04036e-05
49,83.7021,0.59883,10.8574,0.00373,0,0,0,0,0.62669,8.80897,0.00885,1.45824e-05,1.45824e-05,1.45824e-05
50,85.1592,0.73765,10.3381,0.01089,0,0,0,0,0.62669,8.80897,0.00885,8.7612e-06,8.7612e-06,8.7612e-06
