epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
55,624.854,0.88855,4.12326,0.02194,0.07165,0.38889,0.17344,0.1305,0.97235,8.56922,0.03485,0.000255116,0.000255116,0.000255116
56,635.849,0.86496,4.20707,0.02137,0.07255,0.38772,0.17497,0.13465,0.88701,8.52332,0.03104,0.000245599,0.000245599,0.000245599
57,647.702,0.9064,4.1959,0.02364,0.07495,0.22222,0.17431,0.1331,0.88504,8.39743,0.03075,0.000236083,0.000236083,0.000236083
58,658.95,0.89169,4.28592,0.02309,0.07502,0.22222,0.16731,0.13049,0.82525,8.357,0.02846,0.000226567,0.000226567,0.000226567
59,671.062,0.95882,4.40302,0.02651,0.09453,0.22222,0.16888,0.13193,0.84158,8.34319,0.02945,0.00021705,0.00021705,0.00021705
60,682.302,0.97949,4.27497,0.02553,0.20834,0.17387,0.19713,0.14853,0.83621,8.31435,0.02954,0.000207534,0.000207534,0.000207534
61,693.645,0.88419,4.07981,0.02232,0.21036,0.17,0.19838,0.14727,0.86722,8.30681,0.03103,0.000198018,0.000198018,0.000198018
62,705.15,0.99618,4.32173,0.02536,0.20968,0.18491,0.19871,0.14861,0.86324,8.29361,0.03123,0.000188501,0.000188501,0.000188501
63,716.147,0.91547,4.1771,0.02347,0.20609,0.18739,0.19473,0.1463,0.86429,8.27196,0.03169,0.000178985,0.000178985,0.000178985
64,728.096,0.85207,4.29316,0.02316,0.1984,0.16667,0.20049,0.14963,0.8622,8.24854,0.03179,0.000169468,0.000169468,0.000169468
65,739.079,0.81289,4.28321,0.0204,0.20257,0.1931,0.19927,0.14946,0.877,8.2229,0.03251,0.000159952,0.000159952,0.000159952
66,750.228,0.87423,4.02921,0.0223,0.19721,0.16667,0.19872,0.15577,0.87814,8.20383,0.03254,0.000150436,0.000150436,0.000150436
67,761.422,0.88735,4.1209,0.0221,0.19643,0.16667,0.19839,0.15537,0.89226,8.18591,0.03317,0.000140919,0.000140919,0.000140919
68,772.852,0.86917,4.15465,0.02257,0.20078,0.16667,0.19877,0.15608,0.89172,8.16952,0.03298,0.000131403,0.000131403,0.000131403
69,784.602,0.8822,4.11953,0.02142,0.20363,0.16667,0.1992,0.14962,0.89109,8.13448,0.03267,0.000121887,0.000121887,0.000121887
70,795.495,0.90001,4.27435,0.02237,0.20451,0.16667,0.19916,0.14909,0.88408,8.12136,0.03234,0.00011237,0.00011237,0.00011237
71,805.813,0.7264,6.9139,0.02295,0.20894,0.16667,0.20128,0.15102,0.85555,8.13047,0.03161,0.000102854,0.000102854,0.000102854
72,816.035,0.75101,7.20397,0.02278,0.21953,0.16667,0.20316,0.15234,0.90086,8.14563,0.03337,9.33374e-05,9.33374e-05,9.33374e-05
73,826.487,0.72159,7.17039,0.02353,0.21376,0.16667,0.17553,0.13406,0.90525,8.18225,0.03368,8.3821e-05,8.3821e-05,8.3821e-05
74,836.773,0.66887,7.06476,0.02176,0.21596,0.16667,0.1774,0.13493,0.92937,8.19105,0.03497,7.43046e-05,7.43046e-05,7.43046e-05
75,847.374,0.70913,6.97742,0.02438,0.33126,0.16667,0.17617,0.13234,0.89909,8.20282,0.0337,6.47882e-05,6.47882e-05,6.47882e-05
76,859.844,0.7386,6.97268,0.02177,0.08417,0.40604,0.17793,0.13263,0.93662,8.2171,0.03529,5.52719e-05,5.52719e-05,5.52719e-05
77,869.642,0.73496,6.9927,0.02447,0.08566,0.44444,0.17602,0.13355,0.92754,8.23402,0.03521,4.57555e-05,4.57555e-05,4.57555e-05
78,879.001,0.73094,7.03652,0.02444,0.08583,0.44444,0.17651,0.13384,0.93604,8.23182,0.03578,3.62391e-05,3.62391e-05,3.62391e-05
79,888.293,0.74131,6.86289,0.02329,0.08516,0.44444,0.18252,0.13167,0.92278,8.22963,0.03554,2.67228e-05,2.67228e-05,2.67228e-05
80,897.785,0.76668,6.99366,0.02506,0.08567,0.44444,0.18252,0.13099,0.91661,8.22894,0.03523,1.72064e-05,1.72064e-05,1.72064e-05
