epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
31,146.911,0.83862,3.82588,0.01235,0.9244,0.9297,0.94494,0.7964,0.74089,6.79648,0.01385,0.000184853,0.000184853,0.000184853
32,150.927,0.86362,3.92265,0.01368,0.9151,0.93474,0.94505,0.79675,0.70242,6.68755,0.01314,0.000181214,0.000181214,0.000181214
33,154.798,0.86415,3.95716,0.01356,0.91099,0.94543,0.94369,0.79035,0.69983,6.61348,0.0131,0.000177576,0.000177576,0.000177576
34,158.421,0.86426,3.71923,0.01305,0.93352,0.9437,0.94345,0.78927,0.72336,6.59566,0.0133,0.000173938,0.000173938,0.000173938
35,162.148,0.85674,4.01964,0.01333,0.95017,0.94327,0.94324,0.78396,0.72113,6.47885,0.01284,0.000170299,0.000170299,0.000170299
36,166.117,0.8341,3.73681,0.01311,0.92928,0.94155,0.94491,0.78074,0.75088,6.3731,0.01352,0.000166661,0.000166661,0.000166661
37,170.085,0.85617,3.66908,0.01336,0.92533,0.93554,0.94347,0.80917,0.71802,6.31942,0.01286,0.000163023,0.000163023,0.000163023
38,174.291,0.81776,3.72125,0.01288,0.92973,0.94048,0.94027,0.81464,0.70705,6.18354,0.0129,0.000159385,0.000159385,0.000159385
39,178.33,0.83133,3.48393,0.01254,0.94457,0.94976,0.94402,0.78962,0.69216,6.02644,0.01248,0.000155747,0.000155747,0.000155747
40,182.509,0.81266,3.61129,0.0126,0.93035,0.9561,0.94402,0.7963,0.78046,6.04886,0.0143,0.000152108,0.000152108,0.000152108
41,186.449,0.81737,3.50778,0.01303,0.92726,0.95155,0.94539,0.8086,0.7098,5.87468,0.01273,0.00014847,0.00014847,0.00014847
42,190.462,0.87225,3.47267,0.01373,0.94278,0.939,0.94739,0.81137,0.65901,5.74972,0.01148,0.000144832,0.000144832,0.000144832
43,194.829,0.88216,3.62413,0.01422,0.94571,0.93644,0.94698,0.80371,0.67139,5.6831,0.01194,0.000141193,0.000141193,0.000141193
44,199.339,0.82721,3.39537,0.0126,0.94944,0.94168,0.94939,0.8425,0.52601,5.51775,0.00924,0.000137555,0.000137555,0.000137555
45,203.243,0.82689,3.37285,0.01317,0.9356,0.94053,0.95353,0.80552,0.68625,5.60759,0.01259,0.000133917,0.000133917,0.000133917
46,207.174,0.78335,3.35944,0.01192,0.94493,0.94264,0.95353,0.81898,0.66725,5.52247,0.01196,0.000130279,0.000130279,0.000130279
47,211.311,0.83719,3.34164,0.0128,0.95356,0.94242,0.95186,0.80704,0.72246,5.49257,0.01292,0.000126641,0.000126641,0.000126641
48,215.193,0.81012,3.23297,0.01272,0.95168,0.94032,0.95302,0.80107,0.73258,5.43665,0.0131,0.000123002,0.000123002,0.000123002
49,219.042,0.78953,3.13956,0.01181,0.94527,0.94161,0.95177,0.83697,0.58663,5.23032,0.01032,0.000119364,0.000119364,0.000119364
50,222.909,0.81566,3.10438,0.01237,0.94551,0.93666,0.95066,0.78745,0.78913,5.32727,0.01412,0.000115726,0.000115726,0.000115726
51,226.746,0.83036,3.10739,0.01264,0.93847,0.94512,0.95066,0.78753,0.79864,5.25516,0.01405,0.000112087,0.000112087,0.000112087
52,230.5,0.815,3.10444,0.01287,0.94026,0.95229,0.95391,0.80666,0.66285,5.0927,0.01156,0.000108449,0.000108449,0.000108449
53,234.854,0.79801,3.21463,0.0124,0.94335,0.95053,0.95989,0.82512,0.64435,5.02729,0.01142,0.000104811,0.000104811,0.000104811
54,239.002,0.81109,3.0542,0.01236,0.94823,0.94654,0.96525,0.84295,0.61535,4.97679,0.01084,0.000101173,0.000101173,0.000101173
55,243.204,0.77533,3.02197,0.01204,0.95301,0.9468,0.96525,0.84884,0.56504,4.91966,0.00982,9.75345e-05,9.75345e-05,9.75345e-05
56,247.65,0.82165,2.95517,0.01239,0.94969,0.9474,0.96525,0.83144,0.66425,4.96656,0.01205,9.38963e-05,9.38963e-05,9.38963e-05
57,251.939,0.8317,2.96405,0.01266,0.95611,0.94082,0.96325,0.81938,0.73019,4.95409,0.01326,9.0258e-05,9.0258e-05,9.0258e-05
58,256.144,0.7998,2.90247,0.01167,0.96078,0.93558,0.96189,0.82659,0.64408,4.84573,0.01131,8.66197e-05,8.66197e-05,8.66197e-05
59,260.044,0.83069,2.96698,0.0129,0.95501,0.93703,0.9608,0.83139,0.6417,4.78061,0.01118,8.29815e-05,8.29815e-05,8.29815e-05
60,263.801,0.81476,2.99963,0.01187,0.9538,0.94128,0.9608,0.82106,0.69194,4.78472,0.01244,7.93432e-05,7.93432e-05,7.93432e-05
61,267.644,0.7734,2.83591,0.01166,0.95086,0.94606,0.95791,0.82152,0.65334,4.70278,0.01177,7.5705e-05,7.5705e-05,7.5705e-05
62,271.214,0.81193,2.89474,0.01281,0.95123,0.94427,0.9588,0.83025,0.62564,4.6374,0.0111,7.20668e-05,7.20668e-05,7.20668e-05
63,275.705,0.82771,2.92724,0.01274,0.95318,0.94339,0.95989,0.83789,0.58516,4.57107,0.01011,6.84285e-05,6.84285e-05,6.84285e-05
64,279.845,0.79264,2.86237,0.01223,0.95028,0.9509,0.96189,0.84003,0.59023,4.55594,0.01024,6.47902e-05,6.47902e-05,6.47902e-05
65,283.565,0.80061,2.78464,0.01188,0.95379,0.95663,0.96389,0.84894,0.55389,4.50363,0.00971,6.1152e-05,6.1152e-05,6.1152e-05
66,287.35,0.80863,2.7837,0.01251,0.95059,0.95714,0.96389,0.84056,0.59539,4.51066,0.01059,5.75137e-05,5.75137e-05,5.75137e-05
67,291.259,0.78511,2.87641,0.01257,0.94856,0.94331,0.96389,0.83705,0.62787,4.51428,0.01132,5.38755e-05,5.38755e-05,5.38755e-05
68,295.464,0.81125,2.82856,0.0117,0.95976,0.93032,0.96389,0.83678,0.60088,4.47965,0.01073,5.02372e-05,5.02372e-05,5.02372e-05
69,299.253,0.81337,2.94251,0.01226,0.95379,0.93361,0.96389,0.83791,0.57131,4.43755,0.01004,4.6599e-05,4.6599e-05,4.6599e-05
70,303.326,0.77513,2.69005,0.01198,0.94799,0.93617,0.96389,0.8447,0.55974,4.41517,0.00984,4.29607e-05,4.29607e-05,4.29607e-05
71,310.03,0.65217,4.38314,0.01382,0.93246,0.94346,0.95989,0.84755,0.59234,4.43656,0.01063,3.93225e-05,3.93225e-05,3.93225e-05
72,313.679,0.6284,4.29933,0.01374,0.93201,0.95163,0.95575,0.83324,0.65615,4.42552,0.01228,3.56843e-05,3.56843e-05,3.56843e-05
73,317.389,0.63049,4.21953,0.01388,0.93255,0.94939,0.95511,0.82547,0.71018,4.47632,0.0129,3.2046e-05,3.2046e-05,3.2046e-05
74,321.056,0.63287,4.18731,0.01361,0.93589,0.94638,0.95375,0.82466,0.70196,4.43641,0.01275,2.84078e-05,2.84078e-05,2.84078e-05
75,324.746,0.61508,4.15415,0.01334,0.9351,0.94541,0.95175,0.82103,0.65341,4.40725,0.01155,2.47695e-05,2.47695e-05,2.47695e-05
76,328.533,0.58917,4.12755,0.0129,0.93291,0.9454,0.95466,0.82976,0.63186,4.38089,0.01107,2.11312e-05,2.11312e-05,2.11312e-05
77,332.178,0.65106,4.1511,0.01444,0.93416,0.94518,0.95266,0.83198,0.6286,4.35625,0.01109,1.7493e-05,1.7493e-05,1.7493e-05
78,335.897,0.62884,4.14582,0.01388,0.93529,0.94434,0.95266,0.83547,0.62939,4.34583,0.01129,1.38547e-05,1.38547e-05,1.38547e-05
79,339.626,0.58101,4.0682,0.01316,0.93579,0.94471,0.95266,0.83611,0.63788,4.33243,0.01158,1.02165e-05,1.02165e-05,1.02165e-05
80,343.631,0.61731,4.12927,0.01327,0.93557,0.94458,0.95266,0.8349,0.63319,4.32039,0.01152,6.57825e-06,6.57825e-06,6.57825e-06
