epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
62,261.037,0.87423,3.42465,0.0191,0.69764,0.60527,0.66154,0.5497,0.67674,5.71098,0.01373,7.20668e-05,7.20668e-05,7.20668e-05
63,264.817,0.89007,3.42048,0.01861,0.69262,0.62495,0.67202,0.54643,0.73059,5.6949,0.01561,6.84285e-05,6.84285e-05,6.84285e-05
64,268.55,0.8777,3.44999,0.01923,0.77634,0.60978,0.68196,0.5558,0.75227,5.6748,0.01573,6.47902e-05,6.47902e-05,6.47902e-05
65,272.26,0.87771,3.36579,0.01888,0.79305,0.60618,0.68474,0.56133,0.73058,5.61402,0.0153,6.1152e-05,6.1152e-05,6.1152e-05
66,275.916,0.91895,3.4771,0.01896,0.79887,0.60682,0.68403,0.56018,0.73545,5.58926,0.01567,5.75137e-05,5.75137e-05,5.75137e-05
67,279.648,0.85534,3.34516,0.01839,0.78858,0.60792,0.68335,0.56303,0.74183,5.591,0.01579,5.38755e-05,5.38755e-05,5.38755e-05
68,283.294,0.88993,3.34729,0.01879,0.81071,0.59878,0.68699,0.56383,0.74649,5.58835,0.01576,5.02372e-05,5.02372e-05,5.02372e-05
69,287.076,0.87712,3.36624,0.01876,0.79273,0.60205,0.68654,0.5631,0.74034,5.57852,0.0156,4.6599e-05,4.6599e-05,4.6599e-05
70,290.977,0.88176,3.28798,0.01874,0.70466,0.65365,0.68839,0.56569,0.71831,5.54932,0.01534,4.29607e-05,4.29607e-05,4.29607e-05
71,297.221,0.77799,5.29102,0.02232,0.67203,0.62615,0.68269,0.5611,0.7207,5.60905,0.0157,3.93225e-05,3.93225e-05,3.93225e-05
72,300.977,0.65423,5.1041,0.01773,0.85485,0.55737,0.67339,0.53552,0.79424,5.67675,0.01805,3.56843e-05,3.56843e-05,3.56843e-05
73,304.722,0.74942,5.13948,0.02075,0.76581,0.58711,0.66531,0.51862,0.82424,5.73554,0.01865,3.2046e-05,3.2046e-05,3.2046e-05
74,308.402,0.71774,5.11832,0.01956,0.77519,0.58625,0.66735,0.51864,0.81116,5.75123,0.01743,2.84078e-05,2.84078e-05,2.84078e-05
75,312.174,0.72522,5.08503,0.01992,0.79915,0.58598,0.66916,0.5222,0.79585,5.72161,0.01714,2.47695e-05,2.47695e-05,2.47695e-05
76,315.835,0.74551,5.08027,0.01983,0.79729,0.58428,0.66712,0.5261,0.79384,5.69011,0.01699,2.11312e-05,2.11312e-05,2.11312e-05
77,319.42,0.68891,4.97693,0.01869,0.82923,0.58021,0.66436,0.52498,0.77165,5.69034,0.01668,1.7493e-05,1.7493e-05,1.7493e-05
78,323.104,0.70213,4.9225,0.01846,0.83726,0.58165,0.66411,0.52683,0.78264,5.68308,0.01655,1.38547e-05,1.38547e-05,1.38547e-05
79,326.703,0.70122,4.96143,0.01865,0.82206,0.58609,0.6644,0.53164,0.7681,5.6856,0.01577,1.02165e-05,1.02165e-05,1.02165e-05
80,330.506,0.6939,4.86059,0.01932,0.81388,0.59164,0.66811,0.53028,0.77525,5.68408,0.01594,6.57825e-06,6.57825e-06,6.57825e-06
